		Td	ID	Tj	Df	Dd	Db	
		355	2394	353	0	2	2
		355	2395	353	0	2	2
		356	2397	356	0	0	0
		357	2396	356	0	1	1
		357	2398	356	0	1	1
		358	2401	357	0	1	1
		358	2399	357	0	1	1
		359	2403	358	0	1	1
		359	2404	358	0	1	1
		359	2402	358	0	1	1
		359	2400	357	0	2	2
		360	2406	359	0	1	1
		361	2405	359	0	2	2
		361	2407	359	0	2	2
		361	2409	360	0	1	1
		361	2410	360	0	1	1
		362	2408	360	0	2	2
		363	2411	362	0	1	1
		363	2412	362	0	1	1
		364	2416	363	0	1	1
		364	2414	363	0	1	1
		364	2413	362	0	2	2
		365	2415	363	0	2	2
		367	2419	366	0	1	1
		368	2417	366	0	2	2
		368	2418	366	0	2	2
		369	2422	368	0	1	1
		369	420	366	3	0	3
		370	2420	368	0	2	2
		371	2421	368	0	3	3
		371	2425	370	0	1	1
		371	2424	370	0	1	1
		372	2423	370	0	2	2
		375	2428	374	0	1	1
		375	2426	374	0	1	1
		375	429	374	1	0	1
		376	2427	374	0	2	2
		386	2430	384	0	2	2
		386	2431	384	0	2	2
		386	2429	384	0	2	2
		388	2434	387	0	1	1
		389	2435	388	0	1	1
		389	2433	387	0	2	2
		389	2437	388	0	1	1
		389	428	374	15	0	15
		390	2432	387	0	3	3
		390	2436	388	0	2	2
		396	2440	395	0	1	1
		396	2438	395	0	1	1
		397	2439	395	0	2	2
		398	2442	397	0	1	1
		398	2441	397	0	1	1
		399	2443	397	0	2	2
		401	2444	399	0	2	2
		401	2445	399	0	2	2
		401	2446	399	0	2	2
		402	2447	401	0	1	1
		402	2448	401	0	1	1
		403	2449	401	0	2	2
		406	2450	405	0	1	1
		407	2452	405	0	2	2
		407	2451	405	0	2	2
		411	2455	410	0	1	1
		411	2453	410	0	1	1
		411	449	401	10	0	10
		412	2454	410	0	2	2
		415	2458	414	0	1	1
		416	2456	414	0	2	2
		416	2457	414	0	2	2
		418	2459	417	0	1	1
		418	2461	417	0	1	1
		418	2460	417	0	1	1
		422	2464	421	0	1	1
		422	2463	421	0	1	1
		423	2462	421	0	2	2
		428	2466	427	0	1	1
		428	2465	427	0	1	1
		428	2467	427	0	1	1
		429	2470	428	0	1	1
		429	2469	428	0	1	1
		430	2468	428	0	2	2
		431	2473	430	0	1	1
		431	2472	430	0	1	1
		433	2471	430	0	3	3
		434	2475	432	0	2	2
		434	2474	432	0	2	2
		434	2476	432	0	2	2
		436	2479	435	0	1	1
		437	2477	435	0	2	2
		437	2478	435	0	2	2
		438	2482	437	0	1	1
		438	2480	437	0	1	1
		439	2481	437	0	2	2
		439	2484	438	0	1	1
		440	2488	439	0	1	1
		440	2487	439	0	1	1
		440	2486	439	0	1	1
		440	2483	438	0	2	2
		440	2485	438	0	2	2
		441	2491	440	0	1	1
		441	484	438	3	0	3
		442	2494	441	0	1	1
		442	2493	441	0	1	1
		442	2490	440	0	2	2
		443	2489	440	0	3	3
		443	2492	441	0	2	2
		445	2495	444	0	1	1
		446	2499	445	0	1	1
		446	2500	445	0	1	1
		446	2498	445	0	1	1
		446	2496	444	0	2	2
		446	2497	444	0	2	2
		452	2502	451	0	1	1
		452	2501	451	0	1	1
		452	2503	451	0	1	1
		456	2504	455	0	1	1
		456	2506	455	0	1	1
		456	2505	455	0	1	1
		457	2508	456	0	1	1
		457	2509	456	0	1	1
		458	2510	457	0	1	1
		458	2507	456	0	2	2
		459	2511	457	0	2	2
		459	2512	457	0	2	2
		461	2515	460	0	1	1
		461	2514	460	0	1	1
		461	2513	460	0	1	1
		463	2517	462	0	1	1
		464	2516	462	0	2	2
		464	2518	462	0	2	2
		465	2520	464	0	1	1
		465	2521	464	0	1	1
		465	2519	464	0	1	1
		468	2527	467	0	1	1
		468	2523	466	0	2	2
		468	2524	466	0	2	2
		468	2522	466	0	2	2
		469	2526	467	0	2	2
		469	2525	467	0	2	2
		472	2530	471	0	1	1
		472	2528	471	0	1	1
		472	2529	471	0	1	1
		473	2532	472	0	1	1
		473	2531	472	0	1	1
		474	2533	472	0	2	2
		475	2536	474	0	1	1
		475	2535	474	0	1	1
		475	2534	474	0	1	1
		476	2537	475	0	1	1
		476	2539	475	0	1	1
		476	2538	475	0	1	1
		477	2540	476	0	1	1
		478	2543	477	0	1	1
		478	2541	476	0	2	2
		478	2542	476	0	2	2
		479	2544	477	0	2	2
		479	2545	477	0	2	2
		483	2548	482	0	1	1
		483	2547	482	0	1	1
		484	2546	482	0	2	2
		485	2551	484	0	1	1
		485	552	484	1	0	1
		486	2549	484	0	2	2
		487	2550	484	0	3	3
		498	2554	497	0	1	1
		499	2553	497	0	2	2
		499	2552	497	0	2	2

Winner Earth Army 
===============Earth Army statistics===================== 
ES total number : 224 
ET total number : 186
EG total number : 63
ES Destructed/ES total = 0%
ET Destructed/ET total = 0%
EG Destructed/EG total = 0%
Total Destructed/Total Units = 5.04504%
Average Df = 6.96429
Average Dd = 0
Average Db = 6.96429
Df/Db % = 100%
Dd/Db % = 0%
Healed units / total units % = 10.0901%
Num infected / total soldier units % = 21.4286%

Loser Alien Army 
===============Alien Army statistics===================== 
AS total number : 116 
AM total number : 280
AD total number : 159
AS Destructed/AS total : 100%
AM Destructed/AM total = 100%
AD Destructed/AD total = 100%
Total Destructed/Total Units = 100%
Average Df = 0
Average Dd = 1.34955
Average Db = 1.34955
Df/Db % = 0%
Dd/Db % = 100%
